09;06;2024;20;50
11688;11559;129;98,90;5647;48,85;5912;51,15
4;VE 4000 - LJUBLJANA BEŽIGRAD;6;VO 4006 - LJUBLJANA MOSTE-POLJE 2;0;0;0;0,00;0,00;0;0,00;0;0,00
4;VE 4000 - LJUBLJANA BEŽIGRAD;7;VO 4007 - LJUBLJANA MOSTE-POLJE 3;0;0;0;0,00;0,00;0;0,00;0;0,00
4;VE 4000 - LJUBLJANA BEŽIGRAD;8;VO 4008 - LJUBLJANA BEŽIGRAD 1;0;0;0;0,00;0,00;0;0,00;0;0,00
4;VE 4000 - LJUBLJANA BEŽIGRAD;9;VO 4009 - LJUBLJANA BEŽIGRAD 2;0;0;0;0,00;0,00;0;0,00;0;0,00
4;VE 4000 - LJUBLJANA BEŽIGRAD;10;VO 4010 - DOMŽALE 1;120;120;0;100,00;43;35,83;77;64,17
4;VE 4000 - LJUBLJANA BEŽIGRAD;11;VO 4011 - DOMŽALE 2;0;0;0;0,00;0,00;0;0,00;0;0,00
5;VE 5000 - CELJE;0;VE 5000 - CELJE;687;683;4;99,42;289;42,31;394;57,69
5;VE 5000 - CELJE;1;VO 5001 - ŠENTJUR;197;197;0;100,00;69;35,03;128;64,97
5;VE 5000 - CELJE;2;VO 5002 - CELJE 1;0;0;0;0,00;0,00;0;0,00;0;0,00
5;VE 5000 - CELJE;3;VO 5003 - CELJE 2;0;0;0;0,00;0,00;0;0,00;0;0,00
5;VE 5000 - CELJE;4;VO 5004 - ŽALEC 1;108;108;0;100,00;60;55,56;48;44,44
5;VE 5000 - CELJE;5;VO 5005 - ŽALEC 2;52;52;0;100,00;9;17,31;43;82,69
5;VE 5000 - CELJE;6;VO 5006 - MOZIRJE;0;0;0;0,00;0,00;0;0,00;0;0,00
5;VE 5000 - CELJE;7;VO 5007 - VELENJE 1;81;81;0;100,00;39;48,15;42;51,85
5;VE 5000 - CELJE;8;VO 5008 - VELENJE 2;0;0;0;0,00;0,00;0;0,00;0;0,00
5;VE 5000 - CELJE;9;VO 5009 - SLOVENJ GRADEC;56;56;0;100,00;24;42,86;32;57,14
5;VE 5000 - CELJE;10;VO 5010 - RAVNE NA KOROŠKEM;0;0;0;0,00;0,00;0;0,00;0;0,00
5;VE 5000 - CELJE;11;VO 5011 - RADLJE;193;189;4;97,93;88;46,56;101;53,44
6;VE 6000 - NOVO MESTO;0;VE 6000 - NOVO MESTO;3324;3275;49;98,53;1542;47,08;1733;52,92
6;VE 6000 - NOVO MESTO;1;VO 6001 - ČRNOMELJ;538;530;8;98,51;247;46,60;283;53,40
6;VE 6000 - NOVO MESTO;2;VO 6002 - NOVO MESTO 1;77;77;0;100,00;37;48,05;40;51,95
6;VE 6000 - NOVO MESTO;3;VO 6003 - NOVO MESTO 2;72;71;1;98,61;42;59,15;29;40,85
6;VE 6000 - NOVO MESTO;4;VO 6004 - TREBNJE;284;281;3;98,94;89;31,67;192;68,33
6;VE 6000 - NOVO MESTO;5;VO 6005 - BREŽICE;538;532;6;98,88;290;54,51;242;45,49
6;VE 6000 - NOVO MESTO;6;VO 6006 - KRŠKO;1272;1249;23;98,19;579;46,36;670;53,64
6;VE 6000 - NOVO MESTO;7;VO 6007 - SEVNICA;275;274;1;99,64;131;47,81;143;52,19
6;VE 6000 - NOVO MESTO;8;VO 6008 - LAŠKO;99;99;0;100,00;50;50,51;49;49,49
6;VE 6000 - NOVO MESTO;9;VO 6009 - LITIJA;68;66;2;97,06;19;28,79;47;71,21
6;VE 6000 - NOVO MESTO;10;VO 6010 - HRASTNIK-TRBOVLJE;101;96;5;95,05;58;60,42;38;39,58
6;VE 6000 - NOVO MESTO;11;VO 6011 - ZAGORJE;0;0;0;0,00;0,00;0;0,00;0;0,00
7;VE 7000 - MARIBOR;0;VE 7000 - MARIBOR;1475;1467;8;99,46;754;51,40;713;48,60
7;VE 7000 - MARIBOR;1;VO 7001 - ŠMARJE PRI JELŠAH;29;29;0;100,00;17;58,62;12;41,38
7;VE 7000 - MARIBOR;2;VO 7002 - SLOVENSKA BISTRICA;938;935;3;99,68;482;51,55;453;48,45
7;VE 7000 - MARIBOR;3;VO 7003 - SLOVENSKE KONJICE;302;298;4;98,68;139;46,64;159;53,36
7;VE 7000 - MARIBOR;4;VO 7004 - RUŠE;52;51;1;98,08;24;47,06;27;52,94
7;VE 7000 - MARIBOR;5;VO 7005 - MARIBOR 1;154;154;0;100,00;92;59,74;62;40,26
7;VE 7000 - MARIBOR;6;VO 7006 - MARIBOR 2;0;0;0;0,00;0,00;0;0,00;0;0,00
7;VE 7000 - MARIBOR;7;VO 7007 - MARIBOR 3;0;0;0;0,00;0,00;0;0,00;0;0,00
7;VE 7000 - MARIBOR;8;VO 7008 - MARIBOR 4;0;0;0;0,00;0,00;0;0,00;0;0,00
7;VE 7000 - MARIBOR;9;VO 7009 - MARIBOR 5;0;0;0;0,00;0,00;0;0,00;0;0,00
7;VE 7000 - MARIBOR;10;VO 7010 - MARIBOR 6;0;0;0;0,00;0,00;0;0,00;0;0,00
7;VE 7000 - MARIBOR;11;VO 7011 - MARIBOR 7;0;0;0;0,00;0,00;0;0,00;0;0,00
