09;06;2024;21;15
1692309;53625;3,17
7;VE 7000 - MARIBOR;8;VO 7008 - MARIBOR 4;13999;0;0,00
7;VE 7000 - MARIBOR;9;VO 7009 - MARIBOR 5;16937;0;0,00
7;VE 7000 - MARIBOR;10;VO 7010 - MARIBOR 6;15884;0;0,00
7;VE 7000 - MARIBOR;11;VO 7011 - MARIBOR 7;13648;1502;11,01
8;VE 8000 - PTUJ;0;VE 8000 - PTUJ;210180;5879;2,80
8;VE 8000 - PTUJ;1;VO 8001 - LENDAVA;21215;592;2,79
8;VE 8000 - PTUJ;2;VO 8002 - ORMOŽ;14146;942;6,66
8;VE 8000 - PTUJ;3;VO 8003 - LJUTOMER;15142;443;2,93
8;VE 8000 - PTUJ;4;VO 8004 - MURSKA SOBOTA 1;24401;857;3,51
8;VE 8000 - PTUJ;5;VO 8005 - MURSKA SOBOTA 2;24915;705;2,83
8;VE 8000 - PTUJ;6;VO 8006 - GORNJA RADGONA;17804;1036;5,82
8;VE 8000 - PTUJ;7;VO 8007 - LENART;16521;842;5,10
8;VE 8000 - PTUJ;8;VO 8008 - PESNICA;18047;280;1,55
8;VE 8000 - PTUJ;9;VO 8009 - PTUJ 1;21328;0;0,00
8;VE 8000 - PTUJ;10;VO 8010 - PTUJ 2;17063;182;1,07
8;VE 8000 - PTUJ;11;VO 8011 - PTUJ 3;19598;0;0,00
